2026-02-12 15:35:36.948 +05:00 [INF] HTTP GET /api/Health responded 200 in 1020.9419 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T10:35:36.8265056Z","uptime":"0d 0h 0m 0s"}
2026-02-12 18:43:40.928 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2394 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:40.9285223Z","uptime":"0d 0h 7m 8s"}
2026-02-12 18:43:45.926 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2591 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:45.9269039Z","uptime":"0d 0h 7m 13s"}
2026-02-12 18:43:50.923 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2472 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:50.9235339Z","uptime":"0d 0h 7m 18s"}
2026-02-12 18:43:56.307 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2293 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:43:56.3077141Z","uptime":"0d 0h 7m 24s"}
2026-02-12 18:44:01.307 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4963 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:01.3076934Z","uptime":"0d 0h 7m 29s"}
2026-02-12 18:44:06.321 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2708 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:06.3216756Z","uptime":"0d 0h 7m 34s"}
2026-02-12 18:44:11.310 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2322 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:11.3107954Z","uptime":"0d 0h 7m 39s"}
2026-02-12 18:44:16.379 +05:00 [INF] HTTP GET /api/health responded 200 in 46.3675 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:16.361953Z","uptime":"0d 0h 7m 44s"}
2026-02-12 18:44:21.305 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3042 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:21.3052221Z","uptime":"0d 0h 7m 49s"}
2026-02-12 18:44:26.323 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5163 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:26.3229698Z","uptime":"0d 0h 7m 54s"}
2026-02-12 18:44:31.329 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2206 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:31.3291065Z","uptime":"0d 0h 7m 59s"}
2026-02-12 18:44:36.313 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3878 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:36.3129642Z","uptime":"0d 0h 8m 4s"}
2026-02-12 18:44:41.334 +05:00 [INF] HTTP GET /api/health responded 200 in 0.4619 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:41.3341358Z","uptime":"0d 0h 8m 9s"}
2026-02-12 18:44:46.315 +05:00 [INF] HTTP GET /api/health responded 200 in 0.3385 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:46.3156019Z","uptime":"0d 0h 8m 14s"}
2026-02-12 18:44:51.307 +05:00 [INF] HTTP GET /api/health responded 200 in 0.1732 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:51.3076795Z","uptime":"0d 0h 8m 19s"}
2026-02-12 18:44:58.328 +05:00 [INF] HTTP GET /api/health responded 200 in 0.2764 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-12T13:44:58.3282452Z","uptime":"0d 0h 8m 26s"}
