2026-02-11 12:30:36.499 +05:00 [INF] HTTP GET /api/health responded 200 in 2103.0624 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T07:30:36.2825186Z","uptime":"0d 0h 0m 0s"}
2026-02-11 16:17:52.480 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1678 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:52.4799773Z","uptime":"0d 0h 0m 58s"}
2026-02-11 16:17:57.531 +05:00 [INF] HTTP GET /api/health responded 200 in 0.8844 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:17:57.5310246Z","uptime":"0d 0h 1m 3s"}
2026-02-11 16:18:02.491 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9652 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:02.4913886Z","uptime":"0d 0h 1m 8s"}
2026-02-11 16:18:06.678 +05:00 [INF] HTTP GET /api/health responded 200 in 1.5327 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:06.6777396Z","uptime":"0d 0h 1m 12s"}
2026-02-11 16:18:06.787 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9356 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:06.7870002Z","uptime":"0d 0h 1m 12s"}
2026-02-11 16:18:11.643 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7461 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:11.642978Z","uptime":"0d 0h 1m 17s"}
2026-02-11 16:18:16.661 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9523 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:16.6615397Z","uptime":"0d 0h 1m 22s"}
2026-02-11 16:18:21.664 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1667 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:21.6640836Z","uptime":"0d 0h 1m 27s"}
2026-02-11 16:18:26.664 +05:00 [INF] HTTP GET /api/health responded 200 in 1.5934 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:26.6643095Z","uptime":"0d 0h 1m 32s"}
2026-02-11 16:18:31.667 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9727 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:31.6676049Z","uptime":"0d 0h 1m 37s"}
2026-02-11 16:18:36.646 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9308 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:36.6466704Z","uptime":"0d 0h 1m 42s"}
2026-02-11 16:18:41.657 +05:00 [INF] HTTP GET /api/health responded 200 in 2.7011 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:41.6571468Z","uptime":"0d 0h 1m 47s"}
2026-02-11 16:18:46.659 +05:00 [INF] HTTP GET /api/health responded 200 in 1.1276 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:46.6593799Z","uptime":"0d 0h 1m 52s"}
2026-02-11 16:18:51.689 +05:00 [INF] HTTP GET /api/health responded 200 in 1.2142 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:51.6892333Z","uptime":"0d 0h 1m 57s"}
2026-02-11 16:18:56.694 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0103 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:18:56.6940428Z","uptime":"0d 0h 2m 2s"}
2026-02-11 16:19:02.283 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0810 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:02.282838Z","uptime":"0d 0h 2m 7s"}
2026-02-11 16:19:07.292 +05:00 [INF] HTTP GET /api/health responded 200 in 1.8579 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:07.2918981Z","uptime":"0d 0h 2m 12s"}
2026-02-11 16:19:12.254 +05:00 [INF] HTTP GET /api/health responded 200 in 3.0166 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:12.2527506Z","uptime":"0d 0h 2m 17s"}
2026-02-11 16:19:17.279 +05:00 [INF] HTTP GET /api/health responded 200 in 4.9438 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:17.2773527Z","uptime":"0d 0h 2m 22s"}
2026-02-11 16:19:22.309 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9138 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:22.3093508Z","uptime":"0d 0h 2m 28s"}
2026-02-11 16:19:27.256 +05:00 [INF] HTTP GET /api/health responded 200 in 1.2585 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:27.256409Z","uptime":"0d 0h 2m 32s"}
2026-02-11 16:19:32.260 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6551 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:32.2604087Z","uptime":"0d 0h 2m 37s"}
2026-02-11 16:19:37.278 +05:00 [INF] HTTP GET /api/health responded 200 in 0.8460 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:37.2785722Z","uptime":"0d 0h 2m 42s"}
2026-02-11 16:19:42.262 +05:00 [INF] HTTP GET /api/health responded 200 in 0.6138 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:42.2619628Z","uptime":"0d 0h 2m 47s"}
2026-02-11 16:19:47.260 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5422 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:47.2600475Z","uptime":"0d 0h 2m 52s"}
2026-02-11 16:19:52.270 +05:00 [INF] HTTP GET /api/health responded 200 in 0.5895 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:52.2699549Z","uptime":"0d 0h 2m 57s"}
2026-02-11 16:19:57.255 +05:00 [INF] HTTP GET /api/health responded 200 in 1.3979 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:19:57.2544548Z","uptime":"0d 0h 3m 2s"}
2026-02-11 16:20:02.260 +05:00 [INF] HTTP GET /api/health responded 200 in 0.9993 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:20:02.2596855Z","uptime":"0d 0h 3m 7s"}
2026-02-11 16:20:07.338 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7367 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:20:07.3383873Z","uptime":"0d 0h 3m 13s"}
2026-02-11 16:21:04.488 +05:00 [INF] HTTP GET /api/health responded 200 in 11.7315 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:21:04.4836434Z","uptime":"0d 0h 4m 10s"}
2026-02-11 16:22:04.501 +05:00 [INF] HTTP GET /api/health responded 200 in 3.9051 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:22:04.5007325Z","uptime":"0d 0h 5m 10s"}
2026-02-11 16:23:04.405 +05:00 [INF] HTTP GET /api/health responded 200 in 2.2952 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:23:04.4045812Z","uptime":"0d 0h 6m 10s"}
2026-02-11 16:24:04.630 +05:00 [INF] HTTP GET /api/health responded 200 in 34.2485 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:24:04.6106484Z","uptime":"0d 0h 7m 10s"}
2026-02-11 16:25:04.746 +05:00 [INF] HTTP GET /api/health responded 200 in 14.9336 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:25:04.739277Z","uptime":"0d 0h 8m 10s"}
2026-02-11 16:26:04.431 +05:00 [INF] HTTP GET /api/health responded 200 in 41.9829 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:26:04.4158888Z","uptime":"0d 0h 9m 10s"}
2026-02-11 16:56:26.481 +05:00 [INF] HTTP GET /api/health responded 200 in 1166.1235 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:56:26.3839154Z","uptime":"0d 0h 0m 0s"}
2026-02-11 16:56:26.480 +05:00 [INF] HTTP GET /api/health responded 200 in 1166.1200 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:56:26.3839069Z","uptime":"0d 0h 0m 0s"}
2026-02-11 16:56:27.488 +05:00 [INF] HTTP GET /api/health responded 200 in 11.2992 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:56:27.4875057Z","uptime":"0d 0h 0m 1s"}
2026-02-11 16:56:33.298 +05:00 [INF] HTTP GET /api/health responded 200 in 1.4946 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:56:33.2975111Z","uptime":"0d 0h 0m 6s"}
2026-02-11 16:56:38.299 +05:00 [INF] HTTP GET /api/health responded 200 in 2.1247 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:56:38.2983624Z","uptime":"0d 0h 0m 11s"}
2026-02-11 16:56:43.313 +05:00 [INF] HTTP GET /api/health responded 200 in 1.0622 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:56:43.3132489Z","uptime":"0d 0h 0m 16s"}
2026-02-11 16:56:48.252 +05:00 [INF] HTTP GET /api/health responded 200 in 0.7176 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:56:48.2519935Z","uptime":"0d 0h 0m 21s"}
2026-02-11 16:56:53.328 +05:00 [INF] HTTP GET /api/health responded 200 in 2.6309 ms | User: Anonymous (N/A) | IP: ::1 | RequestBody:  | ResponseBody: {"service":"SSO API","status":"Healthy","timestamp":"2026-02-11T11:56:53.3273513Z","uptime":"0d 0h 0m 26s"}
